WormBase_ID,Chr,Gene,Tajima's D,Normalized Pi,Fay and Wu's H
WBGene00000559,V,cnc-5,-0.8398,0.0000,0.0082
WBGene00000560,III,cnc-6,-0.8398,0.0000,0.0082
WBGene00000561,III,cnd-1,NA,0.0000,0.0000
WBGene00000562,V,cng-1,-1.9853,0.0003,-3.4685
WBGene00000563,IV,cng-3,-1.3509,0.0000,0.0862
WBGene00000564,III,cnk-1,-1.3989,0.0001,-1.5887
WBGene00000565,II,cnt-1,-1.2138,0.0004,-2.9227
WBGene00000566,III,cnt-2,-1.6257,0.0002,-6.7599
WBGene00000567,III,cnx-1,-1.4690,0.0001,0.2358
WBGene00000583,I,cof-2,-0.4462,0.0001,-1.5657
WBGene00000584,II,cog-1,-1.3516,0.0001,-1.9017
WBGene00000585,IV,cogc-2,-1.4835,0.0001,0.2931
WBGene00000591,X,coh-1,-1.1196,0.0001,-1.8200
WBGene00000592,V,coh-3,-1.6705,0.0003,-3.5180
WBGene00000593,IV,col-2,NA,0.0000,0.0000
WBGene00000594,IV,col-3,NA,0.0000,0.0000
WBGene00000596,I,col-7,NA,0.0000,0.0000
WBGene00000597,III,col-8,-1.5938,0.0001,-1.8769
WBGene00000598,X,col-9,-1.3099,0.0009,0.7839
WBGene00000599,V,col-10,-1.1407,0.0000,0.0163
WBGene00000601,V,col-12,-1.2671,0.0001,0.0485
WBGene00000602,V,col-13,-1.2239,0.0001,-1.9629
WBGene00000603,IV,col-14,-1.1406,0.0000,0.0163
WBGene00000606,II,col-17,-0.6910,0.0003,-1.6179
WBGene00000608,X,col-19,-1.7079,0.0001,0.0572
WBGene00000609,II,col-20,-1.1873,0.0002,-3.6020
WBGene00000610,IV,col-33,-1.5782,0.0001,0.1169
WBGene00000611,IV,col-34,-1.0938,0.0002,0.1785
WBGene00000612,I,col-35,-1.1914,0.0001,0.0712
WBGene00000613,II,col-36,-1.3457,0.0000,0.0244
WBGene00000614,V,col-37,-1.5397,0.0003,-1.3757
WBGene00000615,II,col-38,-1.4788,0.0000,0.0406
WBGene00000616,II,col-39,-1.1301,0.0002,-3.5520
WBGene00000617,II,col-40,-0.8272,0.0006,-1.8587
WBGene00000618,X,col-41,-1.5040,0.0002,-1.7743
WBGene00000620,V,col-43,-1.1407,0.0000,0.0163
WBGene00000621,X,col-44,-1.2709,0.0004,0.3193
WBGene00000622,I,col-45,-1.5112,0.0001,0.0875
WBGene00000623,I,col-46,-0.8400,0.0000,0.0081
WBGene00000624,I,col-47,-1.4942,0.0001,0.0948
WBGene00000625,I,col-48,-1.5001,0.0000,0.0328
WBGene00000626,I,col-49,-1.2826,0.0002,0.1773
WBGene00000627,I,col-50,-1.6319,0.0001,-3.7916
WBGene00000628,I,col-51,-1.8922,0.0002,-3.4408
WBGene00000629,I,col-52,-0.3946,0.0003,0.1762
WBGene00000630,I,col-53,-1.3454,0.0000,0.0245
WBGene00000631,I,col-54,-0.6433,0.0003,-1.5096
WBGene00000632,I,col-55,-1.0747,0.0001,0.0322
WBGene00000633,I,col-56,-1.5307,0.0001,-3.8957
WBGene00000634,I,col-58,-1.3518,0.0001,-1.9018
WBGene00000636,I,col-60,-1.4008,0.0002,0.1333
WBGene00000637,I,col-61,-1.5229,0.0003,-1.4705
WBGene00000638,I,col-62,NA,0.0000,0.0000
WBGene00000639,I,col-63,-1.3875,0.0003,-5.1283
WBGene00000640,I,col-64,-0.8516,0.0002,-1.8200
WBGene00000641,I,col-65,-1.5881,0.0002,-1.7809
WBGene00000644,II,col-68,-0.7962,0.0006,-1.0410
WBGene00000645,II,col-69,-0.8051,0.0011,-2.3037
WBGene00000646,II,H17B01.2,-2.2961,0.0004,-5.3374
WBGene00000647,II,col-71,-0.5541,0.0014,-1.3037
WBGene00000648,II,col-72,-1.2118,0.0006,-1.1875
WBGene00000649,II,col-73,-0.8456,0.0002,-1.5862
WBGene00000650,II,col-74,-1.2411,0.0001,-3.8528
WBGene00000651,II,col-75,0.1300,0.0009,-1.0401
WBGene00000652,II,col-76,-0.2821,0.0007,-3.0048
WBGene00000653,II,col-77,-0.6031,0.0002,-1.6179
WBGene00000654,II,col-78,-1.7851,0.0003,0.2740
WBGene00000655,II,col-79,-0.3111,0.0006,0.3265
WBGene00000656,II,col-80,-1.0278,0.0006,-1.4662
WBGene00000657,II,col-81,-0.7562,0.0003,-3.0849
WBGene00000658,II,col-83,-1.0181,0.0006,-3.4114
WBGene00000659,II,col-84,0.3187,0.0009,-1.9525
WBGene00000660,II,col-85,-0.0737,0.0006,0.4678
WBGene00000661,II,col-86,-0.4793,0.0018,1.3516
WBGene00000662,II,col-87,-0.7056,0.0027,-11.8355
WBGene00000663,III,col-88,-0.1742,0.0018,-2.3169
WBGene00000664,III,col-89,-0.7912,0.0000,0.0162
WBGene00000665,III,col-90,0.6093,0.0007,-3.7108
WBGene00000666,III,col-91,-1.4598,0.0005,0.3652
WBGene00000667,III,col-92,-0.8791,0.0001,0.0786
WBGene00000668,III,col-93,-1.1407,0.0000,0.0163
WBGene00000669,III,col-94,NA,0.0000,0.0000
WBGene00000670,III,col-95,-1.5964,0.0003,0.2247
WBGene00000671,III,col-96,-1.7285,0.0004,0.3172
WBGene00000672,III,col-97,-1.2175,0.0001,0.0632
WBGene00000673,III,col-98,-1.1407,0.0000,0.0163
WBGene00000674,IV,col-99,-0.5631,0.0004,-4.9670
WBGene00000675,IV,col-101,-1.1592,0.0003,-1.6601
WBGene00000676,IV,col-102,-0.8661,0.0009,-2.8654
WBGene00000677,IV,col-103,-1.4942,0.0001,0.0948
WBGene00000678,IV,col-104,-0.6295,0.0007,-1.7818
WBGene00000679,IV,col-105,-1.7080,0.0001,0.1103
WBGene00000680,IV,col-106,-0.9875,0.0007,0.0351
WBGene00000681,IV,col-107,-1.5253,0.0002,-1.7449
WBGene00000682,IV,col-108,-1.2660,0.0006,0.4486
WBGene00000683,IV,col-109,-0.0309,0.0008,0.5688
WBGene00000684,IV,col-110,-1.5599,0.0002,0.1857
WBGene00000685,IV,col-111,-1.3192,0.0000,0.0326
WBGene00000687,IV,col-113,-1.3454,0.0000,-1.9631
WBGene00000688,IV,col-114,-0.3681,0.0001,0.0825
WBGene00000689,IV,col-115,-1.2587,0.0002,-1.4599
WBGene00000690,IV,col-116,-0.7428,0.0000,0.0240
WBGene00000691,IV,col-117,NA,0.0000,0.0000
WBGene00000692,IV,col-118,-0.8618,0.0004,0.3063
WBGene00000693,IV,col-119,-0.9556,0.0003,-1.4098
WBGene00000694,IV,col-120,-1.5122,0.0002,0.1490
WBGene00000695,IV,col-121,-0.8400,0.0000,0.0081
WBGene00000696,IV,col-122,-0.9240,0.0004,-1.0742
WBGene00000697,IV,col-123,-0.5532,0.0001,0.0542
WBGene00000698,IV,col-124,-1.1158,0.0001,-1.8941
WBGene00000699,IV,col-125,-1.4742,0.0001,0.1037
WBGene00000700,IV,col-126,NA,0.0000,0.0000
WBGene00000701,IV,col-127,-0.3726,0.0001,0.0818
WBGene00000702,IV,col-128,-1.5436,0.0001,0.1348
WBGene00000703,IV,col-129,-0.5767,0.0004,0.3096
WBGene00000704,IV,col-130,-0.9316,0.0006,0.4754
WBGene00000705,IV,col-131,-1.3186,0.0000,0.0327
WBGene00000706,IV,col-132,-1.2684,0.0006,-1.6107
WBGene00000707,IV,col-133,-0.7018,0.0006,-0.2222
WBGene00000708,IV,col-135,-0.4262,0.0014,-1.2026
WBGene00000710,IV,col-137,-1.1475,0.0013,-3.7349
WBGene00000711,IV,col-138,-1.2930,0.0000,0.0406
WBGene00000712,V,col-139,-1.7119,0.0002,-1.8258
WBGene00000713,V,col-140,-1.2938,0.0000,0.0403
WBGene00000714,V,col-141,-1.3791,0.0004,-1.5890
WBGene00000715,V,col-142,-1.4117,0.0006,-1.1650
WBGene00000716,V,col-143,-1.3075,0.0007,-8.1919
WBGene00000717,V,col-144,-0.7912,0.0000,0.0162
WBGene00000718,V,col-145,-1.5919,0.0001,0.1127
WBGene00000719,V,col-146,-0.9550,0.0002,0.0554
WBGene00000720,V,col-147,-1.1513,0.0002,-1.5545
WBGene00000721,V,col-148,-1.7109,0.0003,-5.4006
WBGene00000722,V,col-149,-1.3646,0.0003,0.2175
WBGene00000723,V,col-150,-0.9807,0.0008,-0.5781
WBGene00000724,V,col-151,-1.3275,0.0001,0.0957
WBGene00000725,V,col-152,-1.3974,0.0006,-2.6972
WBGene00000726,V,col-153,-0.2274,0.0005,-2.5270
WBGene00000727,V,col-154,NA,0.0000,0.0000
WBGene00000728,V,col-155,-1.4603,0.0001,0.0795
WBGene00000729,V,col-156,-0.8400,0.0000,0.0081
WBGene00000730,V,col-157,-1.4448,0.0005,-1.5313
WBGene00000731,V,col-158,-0.9145,0.0001,0.0695
WBGene00000732,V,col-159,-1.5293,0.0003,-1.7346
WBGene00000733,V,col-160,-1.0789,0.0002,0.1731
WBGene00000734,V,col-161,-1.7488,0.0002,-1.8450
WBGene00000735,V,col-162,-1.2845,0.0001,0.1103
WBGene00000736,V,col-163,0.3221,0.0025,-20.3939
WBGene00000737,X,col-164,-1.3743,0.0006,-2.4536
WBGene00000738,X,col-165,-1.0303,0.0002,0.1992
WBGene00000739,X,col-166,-1.2674,0.0001,0.0484
WBGene00000740,X,col-167,-0.8392,0.0000,0.0083
WBGene00000741,X,col-168,-1.0729,0.0000,-1.9215
WBGene00000742,X,col-169,-0.4116,0.0002,-1.4331
WBGene00000743,X,col-170,-0.8392,0.0000,0.0083
WBGene00000744,X,col-171,-1.6077,0.0011,-2.0282
WBGene00000745,X,col-172,-0.7803,0.0005,0.3833
WBGene00000746,X,col-173,-1.5607,0.0001,0.1266
WBGene00000747,X,col-174,-1.4742,0.0003,0.2312
WBGene00000748,X,col-175,-0.7601,0.0004,-1.7161
WBGene00000749,X,col-176,-0.7706,0.0002,0.1935
WBGene00000750,X,col-177,-0.9980,0.0005,-1.5111
WBGene00000751,X,col-178,-0.9107,0.0001,0.0708
WBGene00000752,X,col-179,-1.0204,0.0005,0.3527
WBGene00000753,X,col-180,-1.1450,0.0012,-3.5426
WBGene00000754,X,col-181,-1.0472,0.0001,0.1117
WBGene00000755,X,col-182,-1.3321,0.0003,0.2169
WBGene00000756,X,col-183,-0.7310,0.0003,-1.5721
WBGene00000757,X,col-184,-0.7932,0.0003,0.2538
WBGene00000758,X,col-185,-1.6920,0.0001,0.0648
WBGene00000759,X,col-186,-0.8400,0.0000,0.0081
WBGene00000760,X,col-187,-1.4736,0.0004,0.3310
WBGene00000761,I,coq-1,-0.7908,0.0000,0.0162
WBGene00000762,III,coq-2,-0.5884,0.0005,-3.3894
WBGene00000763,IV,coq-3,-1.3629,0.0006,-0.8964
WBGene00000764,I,coq-4,-0.5072,0.0004,-1.1292
WBGene00000765,III,coq-5,-1.2102,0.0003,-1.4797
WBGene00000766,V,coq-6,-1.2280,0.0002,-1.5791
WBGene00000767,III,coq-8,-1.3818,0.0002,-7.3901
WBGene00000768,III,cor-1,-1.2938,0.0000,0.0403
WBGene00000770,III,cpb-1,-1.3084,0.0001,-1.7710
WBGene00000771,II,cpb-2,-1.7477,0.0001,-5.8195
WBGene00000772,I,cpb-3,-1.6493,0.0001,-7.5092
WBGene00000773,II,cpf-1,-0.5000,0.0001,0.1567
WBGene00000774,III,cpf-2,NA,0.0000,0.0000
WBGene00000775,IV,cpin-1,-1.5929,0.0001,0.1113
WBGene00000776,V,cpl-1,-0.3588,0.0008,0.7443
WBGene00000777,I,cpn-1,NA,0.0000,0.0000
WBGene00000778,II,cpn-2,0.2420,0.0011,0.0659
WBGene00000779,I,cpn-3,NA,0.0000,0.0000
WBGene00000780,I,cpn-4,NA,0.0000,0.0000
WBGene00000781,V,cpr-1,-0.8400,0.0000,0.0081
WBGene00000782,V,cpr-2,-2.1096,0.0007,-17.1271
WBGene00000783,V,cpr-3,-0.2574,0.0021,-7.4104
WBGene00000784,V,cpr-4,-0.1225,0.0004,-4.6576
WBGene00000785,V,cpr-5,-1.4545,0.0003,-7.5922
WBGene00000786,X,cpr-6,-1.5296,0.0001,0.0801
WBGene00000787,I,cps-6,-1.1375,0.0001,0.0864
WBGene00000788,I,cpz-1,-1.0409,0.0000,0.0404
WBGene00000789,V,cpz-2,-1.3195,0.0000,0.0325
WBGene00000792,X,crb-1,-2.0376,0.0001,-5.1881
WBGene00000793,III,crh-1,-0.3475,0.0009,-4.0048
WBGene00000794,I,crn-1,-1.1027,0.0000,0.0255
WBGene00000795,V,crn-2,-0.7132,0.0008,-0.8700
WBGene00000796,II,crn-3,-1.8291,0.0001,-1.3709
WBGene00000797,X,crn-4,-0.4876,0.0010,-6.4272
WBGene00000798,II,crn-5,-0.8754,0.0010,0.5111
WBGene00000799,III,crn-6,-0.5647,0.0003,-4.8561
WBGene00000800,I,cars-1,-0.7363,0.0007,-0.8589
WBGene00000802,V,crt-1,-1.1407,0.0000,0.0163
WBGene00000803,X,csb-1,-1.1500,0.0008,-0.0621
WBGene00000804,II,csc-1,-0.2302,0.0030,-2.8858
WBGene00000812,I,csk-1,-1.5453,0.0001,0.1320
WBGene00000813,V,csn-1,-1.8296,0.0007,-2.7955
WBGene00000814,I,csn-2,-1.7655,0.0001,-3.8944
WBGene00000815,IV,csn-3,-1.1296,0.0001,-1.8282
WBGene00000816,IV,csn-4,-1.2067,0.0001,-1.8360
WBGene00000817,IV,csn-5,-1.3450,0.0000,-1.9629
WBGene00000818,IV,csn-6,-1.7479,0.0002,0.1985
WBGene00000819,II,csp-1,-0.3934,0.0044,3.0661
WBGene00000820,IV,csp-2,-2.1837,0.0002,-9.5353
WBGene00000821,I,csp-3,-1.5462,0.0011,0.4497
WBGene00000822,X,csq-1,-1.4983,0.0001,-1.8179
WBGene00000829,MtDNA,ctb-1,-1.0195,0.0011,-1.7601
WBGene00000830,II,ctl-1,NA,0.0000,0.0000
WBGene00000831,II,ctl-2,-1.0893,0.0004,-5.4700
WBGene00000832,I,ctn-1,-1.2589,0.0003,0.5652
WBGene00000833,III,cts-1,0.4481,0.0002,0.1899
WBGene00000834,III,cua-1,-1.5568,0.0002,-2.9188
WBGene00000835,III,cuc-1,NA,0.0000,0.0000
WBGene00000836,III,cul-1,-1.1555,0.0003,-3.4886
WBGene00000837,III,cul-2,-1.3324,0.0002,0.4146
WBGene00000838,V,cul-3,-1.4570,0.0000,-3.8939
WBGene00000839,II,cul-4,-1.3362,0.0001,-1.8311
WBGene00000840,V,cul-5,-1.6891,0.0000,0.0662
WBGene00000841,IV,cul-6,-0.8333,0.0005,-6.7836
WBGene00000843,I,cup-2,-0.8398,0.0000,0.0082
WBGene00000845,III,cup-4,-0.9768,0.0000,0.0552
WBGene00000846,III,cup-5,-0.7071,0.0003,0.3580
WBGene00000851,II,cut-1,-0.7753,0.0003,0.3544
WBGene00000853,III,cut-6,-1.0090,0.0000,0.0477
WBGene00000854,III,cux-7,-1.1407,0.0000,0.0163
WBGene00000857,II,cwn-1,-1.4783,0.0000,0.0408
WBGene00000858,IV,cwn-2,NA,0.0000,0.0000
WBGene00000859,V,cwp-1,-0.7839,0.0001,0.0173
WBGene00000860,V,cwp-2,-1.2930,0.0001,0.0406
WBGene00000861,V,cwp-3,-1.5599,0.0004,0.1874
WBGene00000862,V,cwp-4,-1.8496,0.0008,-18.0204
WBGene00000863,III,cya-1,-1.1925,0.0000,-3.9049
WBGene00000864,II,cya-2,NA,0.0000,0.0000
WBGene00000865,IV,cyb-1,-0.8396,0.0000,0.0082
WBGene00000866,IV,cyb-2.1,-0.7422,0.0008,-1.9839
WBGene00000867,I,cyb-2.2,-0.6392,0.0005,-1.4964
WBGene00000868,V,cyb-3,-0.9131,0.0002,0.2356
WBGene00000869,I,cyc-1,-0.5988,0.0001,0.0470
WBGene00000870,II,cyd-1,-1.2168,0.0004,-6.7006
WBGene00000871,I,cye-1,-1.5006,0.0000,-3.9428
WBGene00000872,III,cyk-1,-2.0453,0.0001,-1.7644
WBGene00000874,III,cyk-3,-1.4343,0.0002,-4.3747
WBGene00000875,III,cyk-4,-1.5788,0.0001,0.1172
WBGene00000876,V,cyl-1,-1.6239,0.0000,-1.9469
WBGene00000877,V,cyn-1,-1.3457,0.0000,0.0244
WBGene00000878,III,cyn-2,-0.4153,0.0002,0.0754
WBGene00000879,V,cyn-3,-1.2119,0.0003,-1.8552
WBGene00000880,II,cyn-4,-1.0957,0.0001,0.1763
WBGene00000881,I,cyn-5,-0.1076,0.0002,0.1202
WBGene00000882,III,cyn-6,-1.3457,0.0000,-1.9632
WBGene00000883,V,cyn-7,NA,0.0000,0.0000
WBGene00000884,X,cyn-8,-0.8571,0.0010,-1.2544
WBGene00000885,III,cyn-9,0.4939,0.0006,0.4641
WBGene00000886,II,cyn-10,-1.1173,0.0004,0.1618
WBGene00000887,II,cyn-11,-1.1076,0.0000,0.0243
WBGene00000888,IV,cyn-12,-0.8396,0.0000,-1.9794
WBGene00000889,IV,cyn-13,-0.5990,0.0036,-7.5243
WBGene00000890,I,sig-7,-1.1404,0.0000,0.0164
WBGene00000891,I,cyn-15,-1.2160,0.0002,-2.6668
WBGene00000892,II,cyn-16,-1.2681,0.0000,0.0481
WBGene00000893,V,cyn-17,-1.2295,0.0002,0.1909
WBGene00000894,II,dab-1,-1.0681,0.0004,0.5552
WBGene00000895,III,dac-1,-1.3354,0.0008,-9.4450
WBGene00000896,I,dad-1,-0.8400,0.0000,0.0081
WBGene00000897,IV,daf-1,-1.1262,0.0001,0.2457
WBGene00000898,III,daf-2,-1.5488,0.0004,-7.3917
WBGene00000899,X,daf-3,-0.7560,0.0004,-3.0842
WBGene00000900,III,daf-4,-0.5456,0.0002,0.3681
WBGene00000901,II,daf-5,-1.0493,0.0003,0.4870
WBGene00000902,X,daf-6,-1.5501,0.0002,-3.1326
WBGene00000903,III,daf-7,-1.1628,0.0001,0.0803
WBGene00000904,I,daf-8,-0.5068,0.0000,0.0614
WBGene00000905,X,daf-9,-1.6902,0.0001,-1.8165
WBGene00000906,IV,daf-10,-1.7725,0.0002,-4.8323
WBGene00000907,V,daf-11,-1.3533,0.0002,-4.5495
WBGene00000908,X,daf-12,-1.8343,0.0003,-3.4307
WBGene00000910,IV,daf-14,-0.9080,0.0004,-0.9316
WBGene00000911,IV,daf-15,-1.2938,0.0000,-1.9474
WBGene00000912,I,daf-16,-1.1473,0.0001,-1.5850
WBGene00000913,IV,daf-18,1.1619,0.0005,-2.2137
WBGene00000914,II,daf-19,-1.5116,0.0001,-1.4331
WBGene00000915,V,daf-21,-1.1396,0.0000,0.0166
WBGene00000917,I,daf-25,NA,0.0000,0.0000
WBGene00000920,V,daf-28,-1.1729,0.0026,-12.4007
WBGene00000923,IV,daf-31,NA,0.0000,0.0000
WBGene00000928,II,dao-2,-0.7912,0.0000,0.0162
WBGene00000929,X,dao-3,0.1403,0.0002,-1.4730
WBGene00000930,X,dao-4,-0.5659,0.0008,-1.6061
WBGene00000931,I,dao-5,-1.9027,0.0002,-6.6262
WBGene00000932,III,dao-6,-0.5532,0.0002,0.0542
WBGene00000933,II,dap-3,-0.9388,0.0004,0.2906
WBGene00000934,III,dat-1,NA,0.0000,0.0000
WBGene00000935,II,daz-1,-1.4928,0.0002,-5.0245
WBGene00000936,V,dbl-1,-0.9819,0.0001,0.1329
WBGene00000937,I,dbr-1,-1.5533,0.0003,-1.3624
WBGene00000938,I,dcp-66,-2.0021,0.0000,-1.9061
WBGene00000939,III,dcr-1,-1.1625,0.0003,-3.4147
WBGene00000940,V,dcs-1,-1.6221,0.0000,-1.9458
WBGene00000941,III,ddp-1,-0.8400,0.0000,-1.9795
WBGene00000942,IV,deb-1,-1.7086,0.0000,-1.9308
WBGene00000950,X,deg-1,-0.4832,0.0005,-6.2763
WBGene00000951,V,deg-3,-1.3290,0.0001,0.0942
WBGene00000952,X,del-1,-1.7849,0.0001,0.1215
WBGene00000953,IV,del-2,-1.5950,0.0002,-3.4562
WBGene00000955,V,des-2,-1.0882,0.0001,0.1021
WBGene00000958,X,dgk-1,-1.1407,0.0000,0.0163
WBGene00000959,X,dgk-2,-0.3522,0.0004,-0.1227
WBGene00000960,III,dgk-3,-0.8400,0.0000,0.0081
WBGene00000961,X,dgn-1,-1.2419,0.0000,0.0562
WBGene00000962,I,dhc-1,-2.0915,0.0000,-1.7244
WBGene00000963,I,dhp-1,-1.3268,0.0001,0.0945
WBGene00000964,IV,dhp-2,-0.2311,0.0004,-2.1227
WBGene00000965,I,dhs-1,-1.5278,0.0001,-1.9066
WBGene00000966,I,dhs-2,-1.4960,0.0002,-1.4024
WBGene00000967,I,dhs-3,-1.6115,0.0002,-3.5884
WBGene00000968,I,dhs-4,NA,0.0000,0.0000
WBGene00000969,II,dhs-5,-1.1076,0.0000,0.0243
WBGene00000970,II,dhs-6,-1.5273,0.0001,-1.8456
WBGene00000971,II,dhs-7,1.2389,0.0015,-0.2895
WBGene00000972,II,dhs-8,-1.5371,0.0002,0.2621
WBGene00000973,III,dhs-9,-1.4784,0.0000,0.0408
WBGene00000974,III,dhs-11,-1.4227,0.0002,0.1231
WBGene00000975,IV,dhs-12,-1.3196,0.0000,0.0325
WBGene00000976,V,dhs-13,-0.8655,0.0002,-1.5001
WBGene00000977,V,dhs-14,-1.9326,0.0007,-11.3087
WBGene00000978,V,dhs-15,-2.2338,0.0003,-13.6077
WBGene00000979,V,dhs-16,-0.6737,0.0004,0.3997
WBGene00000980,V,dhs-17,-1.0080,0.0001,0.0479
WBGene00000981,V,dhs-18,NA,0.0000,0.0000
WBGene00000982,V,dhs-19,-0.8398,0.0000,0.0082
WBGene00000983,V,dhs-20,-1.1400,0.0000,0.0165
WBGene00000984,V,dhs-21,NA,0.0000,0.0000
WBGene00000985,V,dhs-22,-1.4872,0.0002,0.1568
WBGene00000986,V,dhs-23,-1.8412,0.0007,-16.6573
WBGene00000987,V,dhs-24,-1.6745,0.0001,0.0732
WBGene00000988,X,dhs-25,-0.7919,0.0003,-3.4584
WBGene00000989,X,dhs-26,-1.6881,0.0002,-7.4527
WBGene00000990,X,dhs-27,-1.2922,0.0000,0.0409
WBGene00000991,X,dhs-28,-0.8962,0.0002,0.2360
WBGene00000992,X,dhs-29,2.0087,0.0004,-0.2359
WBGene00000993,X,dhs-30,-0.8688,0.0007,-1.2530
WBGene00000994,IV,dic-1,-1.1407,0.0000,0.0163
WBGene00000995,II,die-1,-0.7843,0.0002,-1.6358
WBGene00000996,IV,dif-1,-0.8400,0.0000,-1.9795
WBGene00000998,III,dig-1,-1.5807,0.0004,-37.6712
WBGene00001000,X,dim-1,-0.7929,0.0007,-3.7554
WBGene00001001,IV,dis-3,-1.6112,0.0000,0.1021
WBGene00001002,III,div-1,-1.6161,0.0004,-3.1071
WBGene00001005,III,dlc-1,NA,0.0000,0.0000
WBGene00001006,X,dlg-1,-1.2244,0.0002,-1.2075
WBGene00001007,IV,dli-1,-1.5289,0.0001,-1.7481
WBGene00001008,I,dlk-1,-1.1117,0.0004,-4.0788
WBGene00001016,II,dna-2,-1.4932,0.0004,-0.9321
WBGene00001017,IV,dnc-1,-0.8904,0.0003,-4.1678
WBGene00001018,III,dnc-2,-1.3196,0.0000,0.0325
WBGene00001019,IV,dnj-1,-1.1399,0.0000,0.0165
WBGene00001020,IV,dnj-2,-1.4942,0.0001,0.0944
WBGene00001021,V,dnj-3,-1.6239,0.0001,-1.9469
WBGene00001022,I,dnj-4,-1.3179,0.0000,0.0330
WBGene00001023,II,dnj-5,-0.7344,0.0003,0.3604
WBGene00001025,X,dnj-7,-1.5912,0.0002,0.2306
WBGene00001026,II,dnj-8,-1.7951,0.0001,-1.8187
WBGene00001027,II,dnj-9,-1.1458,0.0001,-1.4292
WBGene00001028,III,dnj-10,0.2648,0.0005,0.3771
WBGene00001029,IV,dnj-11,-1.2675,0.0000,0.0483
WBGene00001030,I,dnj-12,-1.3869,0.0003,-3.3541
WBGene00001031,II,dnj-13,-1.6239,0.0000,0.0407
WBGene00001032,X,dnj-14,-1.0604,0.0002,0.1107
WBGene00001033,IV,dnj-15,-1.6050,0.0001,0.0488
WBGene00001034,III,dnj-16,-1.4949,0.0001,0.0941
WBGene00001035,III,dnj-17,-0.2643,0.0005,-1.0422
WBGene00001036,III,dnj-18,-0.9744,0.0002,-1.6253
WBGene00001037,V,dnj-19,-0.9109,0.0001,0.0704
WBGene00001038,II,dnj-20,0.3230,0.0005,0.2268
WBGene00001039,I,dnj-21,-1.1063,0.0001,0.0246
WBGene00001040,V,dnj-22,-1.1402,0.0000,0.0164
WBGene00001041,II,dnj-23,-1.4836,0.0004,0.2745
WBGene00001042,III,dnj-24,-0.8400,0.0000,-1.9795
WBGene00001043,V,dnj-25,-1.0204,0.0014,-9.7772
WBGene00001044,IV,dnj-26,-1.0264,0.0004,0.3198
WBGene00001045,I,dnj-27,-1.3997,0.0003,-3.9996
WBGene00001046,I,dnj-28,-0.8722,0.0014,-1.5529
WBGene00001047,I,dnj-29,-1.9459,0.0001,0.2620
WBGene00001048,I,dnj-30,-1.3457,0.0000,0.0244
WBGene00001049,I,dog-1,-0.9200,0.0001,-3.1762
WBGene00001050,I,dom-3,-1.0733,0.0004,-1.3319
WBGene00001051,IV,cks-1,NA,0.0000,0.0000
WBGene00001052,X,dop-1,NA,0.0000,0.0000
WBGene00001053,V,dop-2,-0.9729,0.0002,-4.5929
WBGene00001054,V,dpf-1,-2.0822,0.0005,-29.6221
WBGene00001055,X,dpf-2,-1.4266,0.0003,-4.0291
WBGene00001056,I,dpf-3,-1.6756,0.0000,0.0725
WBGene00001057,III,dpf-4,-1.1379,0.0000,0.0170
WBGene00001058,IV,dpf-5,-1.2566,0.0002,0.3482
WBGene00001059,III,dpf-6,-1.5812,0.0001,-9.4343
WBGene00001060,IV,dpf-7,-0.7254,0.0003,-0.6476
WBGene00001061,II,dpl-1,-1.6316,0.0001,0.1510
WBGene00001062,V,dpr-1,-1.8224,0.0006,-14.4189
WBGene00001063,III,dpy-1,-2.1579,0.0006,-41.3755
WBGene00001064,II,dpy-2,-1.6046,0.0000,0.0489
WBGene00001065,X,dpy-3,-0.8400,0.0000,0.0081
WBGene00001066,IV,dpy-4,-1.2175,0.0001,0.0632
WBGene00001067,I,dpy-5,-1.1407,0.0000,-1.9714
WBGene00001068,X,dpy-6,-1.8797,0.0004,-17.1250
WBGene00001069,X,dpy-7,-0.3519,0.0006,-0.1226
WBGene00001070,X,dpy-8,-1.7755,0.0001,-1.8602
WBGene00001071,IV,dpy-9,-1.4320,0.0001,0.0578
WBGene00001072,II,dpy-10,-0.8723,0.0002,-1.5779
WBGene00001073,V,dpy-11,0.2956,0.0005,-0.8071
WBGene00001074,IV,dpy-13,NA,0.0000,0.0000
WBGene00001075,I,dpy-14,-0.9898,0.0001,-1.8567
WBGene00001076,III,dpy-17,-0.7704,0.0005,-2.3888
WBGene00001077,III,dpy-18,-1.0197,0.0001,0.1918
WBGene00001078,III,dpy-19,-0.8656,0.0005,-5.1229
WBGene00001079,IV,dpy-20,-1.2677,0.0000,0.0483
WBGene00001080,V,dpy-21,-2.0261,0.0008,-73.7015
WBGene00001081,X,dpy-22,-1.3493,0.0003,-5.6183
WBGene00001082,X,dpy-23,-0.2786,0.0001,0.0957
WBGene00001085,IV,dpy-26,-1.7224,0.0000,0.1574
WBGene00001086,III,dpy-27,-1.0668,0.0001,-1.4404
WBGene00001087,III,dpy-28,-1.3614,0.0001,-3.4215
WBGene00001088,V,dpy-30,-1.1407,0.0000,-3.9591
WBGene00001089,V,dre-1,NA,0.0000,0.0000
WBGene00001090,IV,drh-1,-1.7274,0.0006,-29.6066
WBGene00001092,III,dro-1,-0.8400,0.0000,0.0081
WBGene00001093,IV,drp-1,-1.1404,0.0000,0.0164
WBGene00001094,III,dars-1,NA,0.0000,0.0000
